monk3_bin 100 0.15 2 both 15 6 234 20.930204153060913
monk3_bin 100 0.15 2 set-cover 15 6 259 22.502027988433838
monk3_bin 100 0.15 3 both 15 6 237 21.322540283203125
monk3_bin 100 0.15 3 set-cover 15 6 239 21.030396699905396
monk3_bin 100 0.15 5 both 15 6 236 21.2550847530365
monk3_bin 100 0.15 5 set-cover 15 6 242 21.610220909118652
monk3_bin 100 0.15 7 both 15 6 274 23.218748331069946
monk3_bin 100 0.15 7 set-cover 15 6 240 21.851276397705078
monk3_bin 100 0.15 10 both 15 6 242 22.102252960205078
monk3_bin 100 0.15 10 set-cover 15 6 235 21.868140697479248
monk3_bin 100 0.2 1 both 15 6 232 20.712956190109253
monk3_bin 100 0.2 1 set-cover 15 6 274 21.375612497329712
monk3_bin 100 0.2 2 both 15 6 232 20.76057195663452
monk3_bin 100 0.2 2 set-cover 15 6 254 22.0705087184906
monk3_bin 100 0.2 3 both 15 6 236 20.596892833709717
monk3_bin 100 0.2 3 set-cover 15 6 268 22.891388177871704
monk3_bin 100 0.2 5 both 15 6 242 21.773404121398926
monk3_bin 100 0.2 5 set-cover 15 6 242 21.50506901741028
monk3_bin 100 0.2 7 both 15 6 236 21.284348964691162
monk3_bin 100 0.2 7 set-cover 15 6 271 22.10770845413208
monk3_bin 100 0.2 10 both 15 6 234 21.61964440345764
monk3_bin 100 0.2 10 set-cover 15 6 240 21.826476335525513
monk3_bin 100 0.3 1 both 15 6 269 22.404812335968018
monk3_bin 100 0.3 1 set-cover 15 6 209 19.622747898101807
monk3_bin 100 0.3 2 both 15 6 207 19.730877161026
monk3_bin 100 0.3 2 set-cover 15 6 241 21.717355489730835
monk3_bin 100 0.3 3 both 15 6 209 19.721452713012695
monk3_bin 100 0.3 3 set-cover 15 6 289 23.458315134048462
monk3_bin 100 0.3 5 both 15 6 262 21.842347860336304
monk3_bin 100 0.3 5 set-cover 15 6 242 21.699500560760498
monk3_bin 100 0.3 7 both 15 6 261 22.18111562728882
monk3_bin 100 0.3 7 set-cover 15 6 236 21.701980590820312
monk3_bin 100 0.3 10 both 15 6 214 21.483243703842163
monk3_bin 100 0.3 10 set-cover 15 6 205 20.459500551223755
monk3_bin 150 0.05 1 both 15 6 231 21.060156106948853
monk3_bin 150 0.05 1 set-cover 15 6 241 21.65535593032837
monk3_bin 150 0.1 1 both 15 6 236 20.7724769115448
monk3_bin 150 0.1 1 set-cover 15 6 230 20.64153265953064
monk3_bin 150 0.15 1 both 15 6 260 21.309147834777832
monk3_bin 150 0.15 1 set-cover 15 6 237 20.964924097061157
monk3_bin 150 0.2 1 both 15 6 231 20.745692491531372
monk3_bin 150 0.2 1 set-cover 15 6 235 20.52348494529724
monk3_bin 150 0.3 1 both 15 6 252 21.676684141159058
monk3_bin 150 0.3 1 set-cover 15 6 261 21.44505214691162
monk3_bin 200 0.05 1 both 15 6 233 20.900444269180298
monk3_bin 200 0.05 1 set-cover 15 6 233 20.69063663482666
monk3_bin 200 0.1 1 both 15 6 235 20.762555599212646
monk3_bin 200 0.1 1 set-cover 15 6 234 21.252604246139526
monk3_bin 200 0.15 1 both 15 6 261 22.391419887542725
monk3_bin 200 0.15 1 set-cover 15 6 256 22.418204069137573
monk3_bin 200 0.2 1 both 15 6 234 20.84836435317993
monk3_bin 200 0.2 1 set-cover 15 6 244 20.76751685142517
monk3_bin 200 0.3 1 both 15 6 214 20.522492170333862
monk3_bin 200 0.3 1 set-cover 15 6 229 21.283852100372314
